,casting_time,classes,description,duration,level,name,range,ritual,school,tags,type,components.material,components.raw,components.somatic,components.verbal,components.materials_needed,higher_levels,namesFR,descrisFR,descrisHLFR
214,1 action,"['bard', 'sorcerer', 'warlock', 'wizard']","You suggest a course of activity (limited to a sentence or two) and magically influence a creature you can see within range that can hear and understand you. Creatures that can't be charmed are immune to this effect. The suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do some other obviously harmful act ends the spell.

The target must make a Wisdom saving throw. On a failed save, it pursues the course of action you described to the best of its ability. The suggested course of action can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do.

You can also specify conditions that will trigger a special activity during the duration. For example, you might suggest that a knight give her warhorse to the first beggar she meets. If the condition isn't met before the spell expires, the activity isn't performed.

If you or any of your companions damage the target, the spell ends.","Concentration, up to 8 hours",2,Suggestion,30 feet,False,enchantment,"['bard', 'sorcerer', 'warlock', 'wizard', 'level2']",2nd-level enchantment,True,"V, M (a snake's tongue and either a bit of honeycomb or a drop of sweet oil)",False,True,"[""a snake's tongue and either a bit of honeycomb or a drop of sweet oil""]",,Suggestion,"Vous suggérez une série d'actions (limitée à une ou deux phrases) et vous influencez par magie une créature que vous pouvez voir à portée de votre sort et qui peut vous entendre et vous comprendre. Les créatures qui ne peuvent pas être charmées sont immunisées contre cet effet. La suggestion doit être formulée de manière à ce que la série d'actions paraisse raisonnable. Demander à la créature de se poignarder, de se jeter sur une lance, de s'immoler ou de faire tout autre acte manifestement nuisible met fin au sort.

La cible doit réussir un jet de sauvegarde de Sagesse. En cas d'échec, elle poursuit la série d'actions que vous avez décrite au mieux de ses capacités. La série d'actions suggérée peut se poursuivre pendant toute la durée du sort. Si l'activité suggérée peut être accomplie en moins de temps, le sort se termine lorsque le sujet termine ce qu'on lui a demandé de faire.

Vous pouvez également spécifier des conditions qui déclencheront une activité spéciale pendant la durée du sort. Par exemple, vous pouvez suggérer à un chevalier de donner son cheval de guerre au premier mendiant qu'il rencontre. Si la condition n'est pas remplie avant l'expiration du sort, l'activité n'est pas effectuée.

Si vous ou l'un de vos compagnons endommagez la cible, le sort prend fin.",
215,1 action,"['bard', 'sorcerer', 'warlock', 'wizard']",A creature you touch becomes invisible until the spell ends. Anything the target is wearing or carrying is invisible as long as it is on the target's person. The spell ends for a target that attacks or casts a spell.,"Concentration, up to 1 hour",2,Invisibility,Touch,False,illusion,"['bard', 'sorcerer', 'warlock', 'wizard', 'level2']",2nd-level illusion,True,"V, S, M (an eyelash encased in gum arabic)",True,True,['an eyelash encased in gum arabic'],"When you cast this spell using a spell slot of 3rd level or higher, you can target one additional creature for each slot level above 2nd.",Invisibilité,Une créature que vous touchez devient invisible jusqu'à la fin du sort. Tout ce que la cible porte ou transporte est invisible tant qu'il est sur elle. Le sort prend fin pour une cible qui attaque ou lance un sort.,"Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 3 ou supérieur, vous pouvez cibler une créature supplémentaire pour chaque niveau d'emplacement supérieur au 2."
216,1 action,"['bard', 'sorcerer', 'wizard']","Objects come to life at your command. Choose up to ten nonmagical objects within range that are not being worn or carried. Medium targets count as two objects, Large targets count as four objects, Huge targets count as eight objects. You can't animate any object larger than Huge. Each target animates and becomes a creature under your control until the spell ends or until reduced to 0 hit points.

As a bonus action, you can mentally command any creature you made with this spell if the creature is within 500 feet of you (if you control multiple creatures, you can command any or all of them at the same time, issuing the same command to each one). You decide what action the creature will take and where it will move during its next turn, or you can issue a general command, such as to guard a particular chamber or corridor. If you issue no commands, the creature only defends itself against hostile creatures. Once given an order, the creature continues to follow it until its task is complete.

| Size   | HP | AC | Attack                   | Str | Dex |
|---|---|---|---|---|---|
| Tiny   | 20 | 18 | +8 to hit, 1d4+4 damage  |   4 |  18 |
| Small  | 25 | 16 | +6 to hit, 1d8+2 damage  |   6 |  14 |
| Medium | 40 | 13 | +5 to hit, 2d6+1 damage  |  10 |  12 |
| Large  | 50 | 10 | +6 to hit, 2d10+2 damage |  14 |  10 |
| Huge   | 80 | 10 | +8 to hit, 2d12+2 damage |  18 |   6 |

An animated object is a construct with AC, hit points, attacks, Strength, and Dexterity determined by its size. Its Constitution is 10 and its Intelligence and Wisdom are 3, and its Charisma is 1. Its speed is 30 feet; if the object lacks legs or other appendages it can use for locomotion, it instead has a flying speed of 30 feet and can hover. If the object is securely attached to a surface or a larger object, such as a chain bolted to a wall, its speed is 0. It has blindsight with a radius of 30 feet and is blind beyond that distance. When the animated object drops to 0 hit points, it reverts to its original object form, and any remaining damage carries over to its original object form.

If you command an object to attack, it can make a single melee attack against a creature within 5 feet of it. It makes a slam attack with an attack bonus and bludgeoning damage determined by its size. The DM might rule that a specific object inflicts slashing or piercing damage based on its form.","Concentration, up to 1 minute",5,Animate Objects,120 feet,False,transmutation,"['bard', 'sorcerer', 'wizard', 'level5']",ANIMATED OBJECTS STATISTICS,False,"V, S",True,True,,"If you cast this spell using a spell slot of 6th level or higher, you can animate two additional objects for each slot level above 5th.",Animer des objets,"Les objets prennent vie à votre commande. Choisissez jusqu'à dix objets non magiques à portée qui ne sont ni portés ni transportés. Les cibles moyennes comptent pour deux objets, les cibles grandes comptent pour quatre objets, les cibles énormes comptent pour huit objets. Vous ne pouvez pas animer d'objet plus grand que géant. Chaque cible s'anime et devient une créature sous votre contrôle jusqu'à la fin du sort ou jusqu'à ce qu'elle soit réduite à 0 point de vie.

En tant qu'action bonus, vous pouvez commander mentalement n'importe quelle créature que vous avez créée avec ce sort si la créature est à moins de 150 mètres de vous (si vous contrôlez plusieurs créatures, vous pouvez commander n'importe laquelle ou toutes en même temps, en donnant le même ordre à chacune d'elles). Vous décidez quelle action la créature va entreprendre et où elle se déplacera pendant son prochain tour, ou vous pouvez donner un ordre général, comme garder une chambre ou un couloir particulier. Si vous ne donnez aucun ordre, la créature se défend uniquement contre les créatures hostiles. Une fois l'ordre donné, la créature continue de le suivre jusqu'à ce que sa tâche soit accomplie.

| Taille | PV | CA | Attaque | For | Dex |
|---|---|---|---|---|---|
| Petit | 20 | 18 | +8 pour toucher, 1d4+4 dégâts | 4 | 18 |
| Petit | 25 | 16 | +6 pour toucher, 1d8+2 dégâts | 6 | 14 |
| Moyen | 40 | 13 | +5 pour toucher, 2d6+1 dégâts | 10 | 12 |
| Grand | 50 | 10 | +6 pour toucher, 2d10+2 dégâts | 14 | 10 |
| Énorme | 80 | 10 | +8 pour toucher, 2d12+2 dégâts | 18 | 6 |

Un objet animé est une construction dont la CA, les points de vie, les attaques, la Force et la Dextérité sont déterminés par sa taille. Sa Constitution est de 10, son Intelligence et sa Sagesse sont de 3, et son Charisme est de 1. Sa vitesse est de 9 mètres ; si l'objet n'a pas de jambes ou d'autres appendices qu'il peut utiliser pour se déplacer, il a à la place une vitesse de vol de 9 mètres et peut planer. Si l'objet est solidement attaché à une surface ou à un objet plus grand, comme une chaîne boulonnée à un mur, sa vitesse est de 0. Il a la vision aveugle avec un rayon de 9 mètres et est aveugle au-delà de cette distance. Lorsque l'objet animé tombe à 0 point de vie, il revient à sa forme d'objet d'origine, et tous les dégâts restants sont reportés à sa forme d'objet d'origine.

Si vous ordonnez à un objet d'attaquer, il peut effectuer une seule attaque au corps à corps contre une créature à moins de 1,5 mètre de lui. Il effectue une attaque de frappe avec un bonus d'attaque et des dégâts contondants déterminés par sa taille. Le MD peut décider qu'un objet spécifique inflige des dégâts tranchants ou perforants en fonction de sa forme.","Si vous lancez ce sort en utilisant un emplacement de sort de niveau 6 ou supérieur, vous pouvez animer deux objets supplémentaires pour chaque niveau d'emplacement supérieur au 5."
217,1 action,['druid'],"A shimmering barrier extends out from you in a 10-foot radius and moves with you, remaining centered on you and hedging out creatures other than undead and constructs. The barrier lasts for the duration.

The barrier prevents an affected creature from passing or reaching through. An affected creature can cast spells or make attacks with ranged or reach weapons through the barrier.

If you move so an affected creature is forced to pass through the barrier, the spell ends.","Concentration, up to 1 hour",5,Antilife Shell,Self (10-foot radius),False,abjuration,"['druid', 'level5']",5th-level abjuration,False,"V, S",True,True,,,Coquille anti-vie,"Une barrière scintillante s'étend sur un rayon de 3 mètres autour de vous et se déplace avec vous, en restant centrée sur vous et en protégeant les créatures autres que les morts-vivants et les créatures artificielles. La barrière dure toute la durée du sort.

La barrière empêche une créature affectée de passer ou de tendre la main à travers la barrière. Une créature affectée peut lancer des sorts ou effectuer des attaques avec des armes à distance ou à portée à travers la barrière.

Si vous vous déplacez de manière à ce qu'une créature affectée soit forcée de passer à travers la barrière, le sort prend fin.",
218,1 action,"['sorcerer', 'warlock', 'wizard']","You create linked teleportation portals that remain open for the duration. Choose two points on the ground that you can see, one point within 10 feet of you and one point within 500 feet of you. A circular portal, 10 feet in diameter, opens over each point. If the portal would open in the space occupied by a creature, the spell fails, and the casting is lost.

The portals are two-dimensional glowing rings filled with mist, hovering inches from the ground and perpendicular to it at the points you choose. A ring is visible only from one side (your choice), which is the side that functions as a portal.

Any creature or object entering the portal exits from the other portal as if the two were adjacent to each other; passing through a portal from the nonportal side has no effect. The mist that fills each portal is opaque and blocks vision through it. On your turn, you can rotate the rings as a bonus action so that the active side faces in a different direction.","Concentration, up to 10 minutes",6,Arcane Gate,500 feet,False,conjuration,"['sorcerer', 'warlock', 'wizard', 'level6']",6th-level conjuration,False,"V, S",True,True,,,Porte des arcanes,"Vous créez des portails de téléportation liés qui restent ouverts pendant toute la durée du sort. Choisissez deux points sur le sol que vous pouvez voir, un point à 3 mètres de vous et un point à 150 mètres de vous. Un portail circulaire de 3 mètres de diamètre s'ouvre sur chaque point. Si le portail s'ouvre dans l'espace occupé par une créature, le sort échoue et l'incantation est perdue.

Les portails sont des anneaux lumineux bidimensionnels remplis de brume, flottant à quelques centimètres du sol et perpendiculaires à celui-ci aux points que vous choisissez. Un anneau n'est visible que d'un côté (votre choix), qui est le côté qui fonctionne comme un portail.

Toute créature ou objet entrant dans le portail sort par l'autre portail comme si les deux étaient adjacents l'un à l'autre ; traverser un portail du côté non portail n'a aucun effet. La brume qui remplit chaque portail est opaque et bloque la vision à travers lui. À votre tour, vous pouvez faire pivoter les anneaux en tant qu'action bonus pour que le côté actif soit orienté dans une direction différente.",
219,8 hours,"['bard', 'druid']","After spending the casting time tracing magical pathways within a precious gemstone, you touch a Huge or smaller beast or plant. The target must have either no Intelligence score or an Intelligence of 3 or less. The target gains an Intelligence of 10. The target also gains the ability to speak one language you know. If the target is a plant, it gains the ability to move its limbs, roots, vines, creepers, and so forth, and it gains senses similar to a human's. Your DM chooses statistics appropriate for the awakened plant, such as the statistics for the awakened shrub or the awakened tree.

The awakened beast or plant is charmed by you for 30 days or until you or your companions do anything harmful to it. When the charmed condition ends, the awakened creature chooses whether to remain friendly to you, based on how you treated it while it was charmed.",Instantaneous,5,Awaken,Touch,False,transmutation,"['bard', 'druid', 'level5']",5th-level transmutation,True,"V, S, M (an agate worth at least 1000 gp, which the spell consumes)",True,True,"['an agate worth at least 1000 gp, which the spell consumes']",,Éveiller,"Après avoir passé le temps d'incantation à tracer des chemins magiques dans une pierre précieuse, vous touchez une bête ou une plante de taille Géante ou plus petite. La cible doit avoir soit aucun score d'Intelligence, soit une Intelligence de 3 ou moins. La cible gagne une Intelligence de 10. La cible gagne également la capacité de parler une langue que vous connaissez. Si la cible est une plante, elle gagne la capacité de bouger ses membres, ses racines, ses vignes, ses lianes, etc., et elle gagne des sens similaires à ceux d'un humain. Votre MD choisit les statistiques appropriées pour la plante éveillée, comme les statistiques de l'arbuste éveillé ou de l'arbre éveillé.

La bête ou la plante éveillée est charmée par vous pendant 30 jours ou jusqu'à ce que vous ou vos compagnons lui fassiez quelque chose de mal. Lorsque l'état de charme prend fin, la créature éveillée choisit de rester amicale avec vous ou non, en fonction de la façon dont vous l'avez traitée pendant qu'elle était charmée.",
220,1 bonus action,['paladin'],"The next time you hit a creature with a weapon attack before this spell ends, your weapon crackles with force, and the attack deals an extra 5d10 force damage to the target. Additionally, if this attack reduces the target to 50 hit points or fewer, you banish it. If the target is native to a different plane of existence than the one you're on, the target disappears, returning to its home plane. If the target is native to the plane you're on, the creature vanishes into a harmless demiplane. While there, the target is incapacitated. It remains there until the spell ends, at which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied.","Concentration, up to 1 minute",5,Banishing Smite,Self,False,abjuration,"['paladin', 'level5']",5th-level abjuration,False,V,False,True,,,Bannir Smite,"La prochaine fois que vous frappez une créature avec une attaque d'arme avant la fin de ce sort, votre arme crépite de force et l'attaque inflige 5d10 points de dégâts de force supplémentaires à la cible. De plus, si cette attaque réduit la cible à 50 points de vie ou moins, vous la bannissez. Si la cible est originaire d'un plan d'existence différent de celui sur lequel vous vous trouvez, elle disparaît et retourne sur son plan d'origine. Si la cible est originaire du plan sur lequel vous vous trouvez, la créature disparaît dans un demi-plan inoffensif. Pendant qu'elle s'y trouve, la cible est neutralisée. Elle y reste jusqu'à la fin du sort, après quoi elle réapparaît dans l'espace qu'elle a quitté ou dans l'espace inoccupé le plus proche si cet espace est occupé.",
221,1 action,"['sorcerer', 'wizard']","You create a bolt of lightning that arcs toward a target of your choice that you can see within range. Three bolts then leap from that target to as many as three other targets, each of which must be within 30 feet of the first target. A target can be a creature or an object and can be targeted by only one of the bolts.

A target must make a Dexterity saving throw. The target takes 10d8 lightning damage on a failed save, or half as much damage on a successful one.",Instantaneous,6,Chain Lightning,150 feet,False,evocation,"['sorcerer', 'wizard', 'level6']",6th-level evocation,True,"V, S, M (a bit of fur; a piece of amber, glass or a crystal rod; and three silver pins)",True,True,"['a bit of fur; a piece of amber, glass or a crystal rod; and three silver pins']","When you cast this spell using a spell slot of 7th level or higher, one additional bolt leaps from the first target to another target for each slot level above 6th.",Chaîne de foudre,"Vous créez un éclair qui se dirige vers une cible de votre choix que vous pouvez voir à portée. Trois éclairs bondissent ensuite de cette cible vers trois autres cibles, chacune devant se trouver à moins de 9 mètres de la première cible. Une cible peut être une créature ou un objet et ne peut être ciblée que par un seul des éclairs.

La cible doit réussir un jet de sauvegarde de Dextérité. La cible subit 10d8 dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 7 ou supérieur, un éclair supplémentaire saute de la première cible à une autre cible pour chaque niveau d'emplacement supérieur au 6."
222,1 action,['cleric'],"You create a vertical wall of whirling, razor-sharp blades made of magical energy. The wall appears within range and lasts for the duration. You can make a straight wall up to 100 feet long, 20 feet high, and 5 feet thick, or a ringed wall up to 60 feet in diameter, 20 feet high, and 5 feet thick. The wall provides three-quarters cover to creatures behind it, and its space is difficult terrain.

When a creature enters the wall's area for the first time on a turn or starts its turn there, the creature must make a Dexterity saving throw. On a failed save, the creature takes 6d10 slashing damage. On a successful save, the creature takes half as much damage.","Concentration, up to 10 minutes",6,Blade Barrier,90 feet,False,evocation,"['cleric', 'level6']",6th-level evocation,False,"V, S",True,True,,,Barrière de lame,"Vous créez un mur vertical de lames tourbillonnantes et acérées comme des rasoirs, fait d'énergie magique. Le mur apparaît à portée et reste en place pendant toute la durée du sort. Vous pouvez créer un mur droit mesurant jusqu'à 30 mètres de long, 6 mètres de haut et 1,5 mètre d'épaisseur, ou un mur en anneau mesurant jusqu'à 18 mètres de diamètre, 6 mètres de haut et 1,5 mètre d'épaisseur. Le mur offre aux trois quarts une couverture aux créatures qui se trouvent derrière lui, et son espace est un terrain difficile.

Lorsqu'une créature entre dans la zone du mur pour la première fois au cours d'un tour ou commence son tour à cet endroit, elle doit effectuer un jet de sauvegarde de Dextérité. En cas d'échec, la créature subit 6d10 dégâts tranchants. En cas de réussite, la créature subit la moitié de ces dégâts.",
223,1 action,"['sorcerer', 'warlock', 'wizard']","A sphere of negative energy ripples out in a 60-foot- radius sphere from a point within range. Each creature in that area must make a Constitution saving throw. A target takes 8d6 necrotic damage on a failed save, or half as much damage on a successful one.",Instantaneous,6,Circle of Death,150 feet,False,necromancy,"['sorcerer', 'warlock', 'wizard', 'level6']",6th-level necromancy,True,"V, S, M (the powder of a crushed black pearl worth at least 500 gp)",True,True,['the powder of a crushed black pearl worth at least 500 gp'],"When you cast this spell using a spell slot of 7th level or higher, the damage increases by 2d6 for each slot level above 6th.",Le cercle de la mort,"Une sphère d'énergie négative se propage dans un rayon de 18 mètres à partir d'un point situé à portée. Chaque créature dans cette zone doit effectuer un jet de sauvegarde de Constitution. La cible subit 8d6 dégâts nécrotiques en cas d'échec, ou la moitié de ces dégâts en cas de réussite.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 7 ou supérieur, les dégâts augmentent de 2d6 pour chaque niveau d'emplacement supérieur au 6."
224,1 action,['paladin'],"Divine energy radiates from you, distorting and diffusing magical energy within 30 feet of you. Until the spell ends, the sphere moves with you, centered on you. For the duration, each friendly creature in the area (including you) has advantage on saving throws against spells and other magical effects. Additionally, when an affected creature succeeds on a saving throw made against a spell or magical effect that allows it to make a saving throw to take only half damage, it instead takes no damage if it succeeds on the saving throw.","Concentration, up to 10 minutes",5,Circle of Power,Self (30-foot radius),False,abjuration,"['paladin', 'level5']",5th-level abjuration,False,V,False,True,,,Cercle de pouvoir,"L'énergie divine rayonne de vous, déformant et diffusant l'énergie magique dans un rayon de 9 mètres autour de vous. Jusqu'à la fin du sort, la sphère se déplace avec vous, centrée sur vous. Pendant la durée du sort, chaque créature alliée dans la zone (y compris vous) bénéficie d'un avantage aux jets de sauvegarde contre les sorts et autres effets magiques. De plus, lorsqu'une créature affectée réussit un jet de sauvegarde effectué contre un sort ou un effet magique qui lui permet d'effectuer un jet de sauvegarde pour ne subir que la moitié des dégâts, elle ne subit aucun dégât si elle réussit son jet de sauvegarde.",
225,1 action,"['sorcerer', 'wizard']","You create a 20-foot-radius sphere of poisonous, yellow-green fog centered on a point you choose within range. The fog spreads around corners. It lasts for the duration or until strong wind disperses the fog, ending the spell. Its area is heavily obscured.

When a creature enters the spell's area for the first time on a turn or starts its turn there, that creature must make a Constitution saving throw. The creature takes 5d8 poison damage on a failed save, or half as much damage on a successful one. Creatures are affected even if they hold their breath or don't need to breathe.

The fog moves 10 feet away from you at the start of each of your turns, rolling along the surface of the ground. The vapors, being heavier than air, sink to the lowest level of the land, even pouring down openings.","Concentration, up to 10 minutes",5,Cloudkill,120 feet,False,conjuration,"['sorcerer', 'wizard', 'level5']",5th-level conjuration,False,"V, S",True,True,,"When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.",Nuage tueur,"Vous créez une sphère de 6 mètres de rayon de brouillard toxique jaune-vert centrée sur un point que vous choisissez à portée. Le brouillard se répand dans les coins. Il dure pendant toute la durée du sort ou jusqu'à ce qu'un vent fort le disperse, mettant fin au sort. Sa zone est fortement obscurcie.

Lorsqu'une créature entre dans la zone du sort pour la première fois au cours d'un tour ou commence son tour à cet endroit, cette créature doit effectuer un jet de sauvegarde de Constitution. La créature subit 5d8 dégâts de poison en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Les créatures sont affectées même si elles retiennent leur souffle ou n'ont pas besoin de respirer.

Le brouillard s'éloigne de 3 mètres de vous au début de chacun de vos tours, roulant sur la surface du sol. Les vapeurs, plus lourdes que l'air, descendent jusqu'au niveau le plus bas du terrain, se déversant même dans les ouvertures.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 6 ou supérieur, les dégâts augmentent de 1d8 pour chaque niveau d'emplacement supérieur au niveau 5."
226,1 minute,"['druid', 'ranger']","You briefly become one with nature and gain knowledge of the surrounding territory. In the outdoors, the spell gives you knowledge of the land within 3 miles of you. In caves and other natural underground settings, the radius is limited to 300 feet. The spell doesn't function where nature has been replaced by construction, such as in dungeons and towns.  You instantly gain knowledge of up to three facts of your choice about any of the following subjects as they relate to the area:

* terrain and bodies of water

* prevalent plants, minerals, animals, or peoples

* powerful celestials, fey, fiends, elementals, or undead

* influence from other planes of existence

* buildings

For example, you could determine the location of powerful undead in the area, the location of major sources of safe drinking water, and the location of any nearby towns.",Instantaneous,5,Commune with Nature,Self,True,divination,"['druid', 'ranger', 'level5']",5th-level divination (ritual),False,"V, S",True,True,,,Communier avec la nature,"Vous ne faites qu'un avec la nature et vous acquérez des connaissances sur le territoire environnant. En extérieur, le sort vous donne des connaissances sur le territoire dans un rayon de 5 km autour de vous. Dans les grottes et autres environnements souterrains naturels, le rayon est limité à 90 mètres. Le sort ne fonctionne pas là où la nature a été remplacée par des constructions, comme dans les donjons et les villes. Vous acquérez instantanément des connaissances sur jusqu'à trois faits de votre choix sur l'un des sujets suivants en rapport avec la zone :

* terrain et étendues d'eau

* plantes, minéraux, animaux ou peuples répandus

* puissants célestes, fées, démons, élémentaires ou morts-vivants

* influence d'autres plans d'existence

* bâtiments

Par exemple, vous pouvez déterminer l'emplacement de puissants morts-vivants dans la zone, l'emplacement des principales sources d'eau potable et l'emplacement de toutes les villes à proximité.",
227,1 minute,['cleric'],"You contact your deity or a divine proxy and ask up to three questions that can be answered with a yes or no. You must ask your questions before the spell ends. You receive a correct answer for each question.

Divine beings aren't necessarily omniscient, so you might receive ""unclear"" as an answer if a question pertains to information that lies beyond the deity's knowledge. In a case where a one-word answer could be misleading or contrary to the deity's interests, the DM might offer a short phrase as an answer instead.

If you cast the spell two or more times before finishing your next long rest, there is a cumulative 25 percent chance for each casting after the first that you get no answer. The DM makes this roll in secret.",1 minute,5,Commune,Self,True,divination,"['cleric', 'level5']",5th-level divination (ritual),True,"V, S, M (incense and a vial of holy or unholy water)",True,True,['incense and a vial of holy or unholy water'],,Commune,"Vous contactez votre divinité ou un mandataire divin et posez jusqu'à trois questions auxquelles vous pouvez répondre par oui ou par non. Vous devez poser vos questions avant la fin du sort. Vous recevez une réponse correcte pour chaque question.

Les êtres divins ne sont pas nécessairement omniscients, vous pouvez donc recevoir la réponse ""imprécise"" si une question concerne des informations qui dépassent les connaissances de la divinité. Dans le cas où une réponse en un seul mot pourrait être trompeuse ou contraire aux intérêts de la divinité, le MD peut proposer une courte phrase en guise de réponse.

Si vous lancez le sort deux fois ou plus avant de terminer votre prochain repos long, il y a 25 % de chances cumulatives pour chaque lancement après le premier que vous n'obteniez aucune réponse. Le MD fait ce jet en secret.",
228,1 action,"['sorcerer', 'wizard']","A blast of cold air erupts from your hands. Each creature in a 60-foot cone must make a Constitution saving throw. A creature takes 8d8 cold damage on a failed save, or half as much damage on a successful one.

A creature killed by this spell becomes a frozen statue until it thaws.",Instantaneous,5,Cone of Cold,Self (60-foot cone),False,evocation,"['sorcerer', 'wizard', 'level5']",5th-level evocation,True,"V, S, M (a small crystal or a glass cone)",True,True,['a small crystal or a glass cone'],"When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.",Cône de froid,"Un souffle d'air froid jaillit de vos mains. Chaque créature dans un cône de 18 mètres doit réussir un jet de sauvegarde de Constitution. Une créature subit 8d8 dégâts de froid en cas d'échec, ou la moitié de ces dégâts en cas de réussite.

Une créature tuée par ce sort devient une statue gelée jusqu'à ce qu'elle dégèle.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 6 ou supérieur, les dégâts augmentent de 1d8 pour chaque niveau d'emplacement supérieur au niveau 5."
229,1 minute,"['druid', 'wizard']","You call forth an elemental servant. Choose an area of air, earth, fire, or water that fills a 10-foot cube within range. An elemental of challenge rating 5 or lower appropriate to the area you chose appears in an unoccupied space within 10 feet of it. For example, a fire elemental emerges from a bonfire, and an earth elemental rises up from the ground. The elemental disappears when it drops to 0 hit points or when the spell ends.

The elemental is friendly to you and your companions for the duration. Roll initiative for the elemental, which has its own turns. It obeys any verbal commands that you issue to it (no action required by you). If you don't issue any commands to the elemental, it defends itself from hostile creatures but otherwise takes no actions.

If your concentration is broken, the elemental doesn't disappear. Instead, you lose control of the elemental, it becomes hostile toward you and your companions, and it might attack. An uncontrolled elemental can't be dismissed by you, and it disappears 1 hour after you summoned it.

The DM has the elemental's statistics.","Concentration, up to 1 hour",5,Conjure Elemental,90 feet,False,conjuration,"['druid', 'wizard', 'level5']",5th-level conjuration,True,"V, S, M (burning incense for air, soft clay for earth, sulfur and phosphorus for fire, or water and sand for water)",True,True,"['burning incense for air, soft clay for earth, sulfur and phosphorus for fire, or water and sand for water']","When you cast this spell using a spell slot of 6th level or higher, the challenge rating increases by 1 for each slot level above 5th.",Invoquer un élémental,"Vous invoquez un serviteur élémentaire. Choisissez une zone d'air, de terre, de feu ou d'eau qui remplit un cube de 3 mètres à portée. Un élémentaire de niveau de défiance 5 ou inférieur approprié à la zone que vous avez choisie apparaît dans un espace inoccupé à 3 mètres de celui-ci. Par exemple, un élémentaire de feu émerge d'un feu de joie et un élémentaire de terre s'élève du sol. L'élémentaire disparaît lorsqu'il tombe à 0 point de vie ou lorsque le sort se termine.

L'élémentaire est amical envers vous et vos compagnons pendant la durée du sort. Lancez l'initiative pour l'élémentaire, qui a ses propres tours. Il obéit à tous les ordres verbaux que vous lui donnez (aucune action requise de votre part). Si vous ne donnez aucun ordre à l'élémentaire, il se défend contre les créatures hostiles mais n'entreprend aucune autre action.

Si votre concentration est brisée, l'élémentaire ne disparaît pas. Au lieu de cela, vous perdez le contrôle de l'élémentaire, il devient hostile envers vous et vos compagnons et il peut attaquer. Vous ne pouvez pas renvoyer un élémentaire incontrôlé et il disparaît 1 heure après l'avoir invoqué.

Le DM possède les statistiques de l'élémentaire.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 6 ou supérieur, le niveau de défi augmente de 1 pour chaque niveau d'emplacement supérieur au niveau 5."
230,1 minute,"['druid', 'warlock']","You summon a fey creature of challenge rating 6 or lower, or a fey spirit that takes the form of a beast of challenge rating 6 or lower. It appears in an unoccupied space that you can see within range. The fey creature disappears when it drops to 0 hit points or when the spell ends.

The fey creature is friendly to you and your companions for the duration. Roll initiative for the creature, which has its own turns. It obeys any verbal commands that you issue to it (no action required by you), as long as they don't violate its alignment. If you don't issue any commands to the fey creature, it defends itself from hostile creatures but otherwise takes no actions.

If your concentration is broken, the fey creature doesn't disappear. Instead, you lose control of the fey creature, it becom es hostile toward you and your companions, and it might attack. An uncontrolled fey creature can't be dismissed by you, and it disappears 1 hour after you summoned it.

The DM has the fey creature's statistics.","Concentration, up to 1 hour",6,Conjure Fey,90 feet,False,conjuration,"['druid', 'warlock', 'level6']",6th-level conjuration,False,"V, S",True,True,,"When you cast this spell using a spell slot of 7th level or higher, the challenge rating increases by 1 for each slot level above 6th.",Invoquer des fées,"Vous invoquez une créature féerique de niveau de défi de 6 ou moins, ou un esprit féerique qui prend la forme d'une bête de niveau de défi de 6 ou moins. Elle apparaît dans un espace inoccupé que vous pouvez voir à portée. La créature féerique disparaît lorsqu'elle tombe à 0 point de vie ou lorsque le sort se termine.

La créature féerique est amicale envers vous et vos compagnons pendant la durée du sort. Lancez l'initiative pour la créature, qui a ses propres tours. Elle obéit à tous les ordres verbaux que vous lui donnez (aucune action requise de votre part), tant qu'ils ne violent pas son alignement. Si vous ne donnez aucun ordre à la créature féerique, elle se défend contre les créatures hostiles mais n'entreprend aucune action par ailleurs.

Si votre concentration est rompue, la créature féerique ne disparaît pas. Au lieu de cela, vous perdez le contrôle de la créature féerique, elle devient hostile envers vous et vos compagnons, et elle peut attaquer. Une créature féerique incontrôlée ne peut pas être renvoyée par vous, et elle disparaît 1 heure après que vous l'ayez invoquée.

Le DM a les statistiques de la créature féerique.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 7 ou supérieur, le niveau de défi augmente de 1 pour chaque niveau d'emplacement supérieur au 6."
